biome * ffffff ffffff ffffff
biome 6 e0ffae 6a7039 6a7039
biome 29 ffffff 939984 ffffff
biome 37 ffffff 90814d 9e814d
biome 38 ffffff 90814d 9e814d
biome 39 ffffff 90814d 9e814d
biome 45 2e535f 404840 405340
biome 46 0077ee 55ff81 66ffc5
biome 47 cc1188 6d4189 7c6d87
biome 48 e0ffae a686a6 a686a6
biome 56 ffffff 554114 e94e14
biome 58 ffffff 8e86a6 8e86a6
biome 59 ffffff ffff3f ffff3f
biome 60 6c2c2c 572e23 64260f
biome 68 f08000 ffffff ffffff
biome 134 e0ffae 6a7039 6a7039
biome 157 ffffff 939984 ffffff
biome 165 ffffff 90814d 9e814d
biome 166 ffffff 90814d 9e814d
biome 167 ffffff 90814d 9e814d
blocktype * * normal
block 1230 1 ff584416
block 1231 * 9f6b756e
block 1232 * 29c6cecf
block 1233 3 ff427a3c
block 1233 4 30176705
block 1233 5 6f176e01
block 1233 8 46317f0e
block 1233 9 32c6b472
block 1233 10 4f1b6402
block 1233 11 3f4c690f
block 1233 13 4ba7ae68
block 1233 14 9c654f1e
block 1234 * ff813219
block 1235 * ff828282
block 1235 1 ff9a733a
block 1235 2 ff6d5f1e
block 1235 11 ff9a733a
block 1235 12 ff6d5f1e
block 1235 13 ff6d5f1e
block 1236 * ff838383
block 1236 8 ff797979
block 1236 9 ff797979
block 1236 10 ff797979
block 1236 11 ff797979
block 1236 12 ff828282
block 1236 13 ff828282
block 1236 14 ff797979
block 1236 15 ff7e7e7e
block 1237 0 50496a32
block 1237 1 52242e19
block 1237 2 5a5a7143
block 1237 3 6a293123
block 1237 4 9a5d8037
block 1237 5 7d464d1e
block 1237 6 655c707c
block 1237 7 50958753
block 1237 8 3b69672e
block 1237 9 50646e4d
block 1238 * 22a6cc2c
block 1239 * ff655031
block 1239 0 ff5b3e28
block 1239 1 ff81796a
block 1239 2 ffb39f84
block 1239 3 ff634426
block 1239 4 ff2f1b13
block 1239 5 ff65686d
block 1239 6 ffa9936e
block 1239 8 ff2f1b13
block 1239 9 ff65686d
block 1239 10 ffa9936e
block 1239 12 ff2f1b13
block 1239 13 ff65686d
block 1239 14 ffa9936e
block 1240 * 8f324a0a
block 1240 1 9a458396
block 1240 2 8f787320
block 1240 3 a8212e01
block 1240 5 9a458396
block 1240 6 8f787320
block 1240 7 a8212e01
block 1240 9 9a458396
block 1240 10 8f787320
block 1240 11 a8212e01
block 1240 13 9a458396
block 1240 14 8f787320
block 1240 15 a8212e01
block 1241 * ff73695a
block 1241 0 ff5b3e28
block 1241 1 ff81796a
block 1241 2 ffb39f84
block 1241 3 ff634426
block 1241 4 ff605941
block 1241 5 ff5b7c7e
block 1241 6 ff8f9365
block 1241 8 ff605941
block 1241 9 ff5b7c7e
block 1241 10 ff8f9365
block 1241 12 ff5b3e28
block 1241 13 ff81796a
block 1241 14 ffb39f84
block 1241 15 ff634426
block 1242 * ff8d5934
block 1242 1 ffbba76e
block 1242 2 ff8a5834
block 1242 3 ff855c37
block 1242 4 ff724a2d
block 1243 * ffbc8d5d
block 1243 1 ffb6ab5d
block 1243 2 ffb89864
block 1243 3 ffb5a564
block 1243 4 ffb89562
block 1243 5 ffb4a662
block 1243 6 ffb78457
block 1243 7 ffafa757
block 1243 8 ffa68457
block 1243 9 ffbc9954
block 1243 10 ff9a733a
block 1243 11 ff6d5f1e
block 1243 12 ffb17c52
block 1243 13 ffa9a252
block 1244 * 0b800101
block 1244 1 0bbaee02
block 1244 2 4f980101
block 1244 3 4f779801
block 1244 4 65bc6a01
block 1244 5 b07522b0
block 1244 6 ffb89520
block 1244 7 ff428994
block 1245 * ff47382e
block 1246 * ff865e5e
block 1246 1 ff6c7c68
block 1247 * c3899272
block 1247 0 c3838384
block 1247 1 c3838384
block 1247 2 c3838384
block 1247 3 c3838384
block 1247 4 c3838384
block 1247 5 c3838384
block 1247 6 c3838384
block 1247 7 c3838384
block 1248 * ff0b1686
block 1248 1 ff0a157f
block 1248 2 ff0a1478
block 1248 3 ff0a157f
block 1248 5 ff0b178c
block 1248 6 ff0c1894
block 1248 7 ff0c199b
block 1248 8 ff0c199b
block 1248 9 ff0c1894
block 1248 10 ff0b178c
block 1248 12 ff0a157f
block 1248 13 ff0a1478
block 1248 14 ff0a157f
block 1249 * ff6c5f4a
block 1249 1 ff6e644c
block 1249 2 ff6d614b
block 1250 0 6d523522
block 1250 1 6d3a5322
block 1250 4 ac3f281b
block 1250 5 ac2c401b
block 1250 8 ac3f281b
block 1250 9 ac2c401b
block 1250 12 ac3f281b
block 1250 13 ac2c401b
block 1251 0 6d726c6c
block 1251 4 ac686363
block 1251 8 ac686363
block 1251 12 ac686363
block 1252 * ae6c352e
block 1253 * ff164d01
block 1253 1 ff1e4106
block 1253 2 ff284705
block 1253 5 ff1e4106
block 1253 6 ff284705
block 1253 9 ff1e4106
block 1253 10 ff284705
block 1253 13 ff1e4106
block 1253 14 ff284705
block 1254 * ff7a7f7f
block 1254 1 ff737878
block 1254 2 ff666a6a
block 1255 * ff112c05
block 1256 * ff6ac573
block 1256 0 ff6ac673
block 1256 1 ff6ac673
block 1256 2 ff6ac673
block 1256 3 ff6ac673
block 1257 * ff6cb1c6
block 1258 * ff6cb1c6
block 1259 * ff4a4749
block 1260 * 7ffcfcfc
block 1261 * ffe6e8e9
block 1262 * ff7e765d
block 1263 * ff9e6e3e
block 1264 * ff226302
block 1265 * ff1b1936
block 1266 * ff4c2d10
block 1267 * ff4a591c
block 1268 * ffefe09e
block 1268 0 ffbf9e74
block 1268 10 ffbf9e74
block 1268 11 ffbf9e74
block 1268 12 ffbf9e74
block 1268 13 ffbf9e74
block 1268 15 ff776642
block 1269 * 6649493e
block 1270 * a530334e
block 1271 * a5c2b482
block 1272 * ef868c7c
block 1273 * c70b380c
block 1273 0 960b350c
block 1273 1 b60b360c
block 1273 3 c60b380c
block 1273 4 c60b380c
block 1273 5 960b350c
block 1273 6 b60b360c
block 1273 9 c60b380c
block 1273 10 960b350c
block 1273 11 b60b360c
block 1273 12 b60b360c
block 1273 14 c60b380c
block 1273 15 960b350c
block 1274 * 7fb15374
block 1275 * 5f725238
block 1275 0 235c422c
block 1275 1 235c422c
block 1275 2 235c422c
block 1275 3 235c422c
block 1276 * ffdbd3ce
block 1276 1 ffdcd4cd
block 1276 2 ffd6cdc9
block 1276 3 ff34353a
block 1277 * ffdbd3ce
block 1278 * 4c5b0f74
block 1278 1 6df9057d
block 1278 2 55ff5b02
block 1278 3 8589e701
block 1278 4 850dddff
block 1278 6 6df9057d
block 1278 7 55ff5b02
block 1278 8 8589e701
block 1278 9 850dddff
block 1278 11 6df9057d
block 1278 12 55ff5b02
block 1278 13 8589e701
block 1278 14 850dddff
block 1280 * ff7c007c
block 1280 0 ff858585
block 1280 1 ff8c8c8c
block 1280 2 ffaeaeae
block 1280 3 ff959595
block 1280 4 ff918787
block 1280 5 ffa9a9a9
block 1281 * ff7c007c
block 1282 * ff7c007c
block 1282 0 ff828383
block 1282 1 ff858586
block 1282 2 ff7e7e7f
block 1282 3 ff848484
block 1282 4 ff838384
block 1282 5 ff838384
block 1282 6 ff838385
block 1283 0 ff000000
block 1283 1 ffb30000
block 1283 2 ff6a9c00
block 1283 3 ff874300
block 1283 4 ff0029c9
block 1283 5 ff7500d3
block 1283 6 ff0084ca
block 1283 7 ffa7a7a7
block 1283 8 ff595959
block 1283 9 ffe0648c
block 1283 10 ff72c900
block 1283 11 ffd4e01e
block 1283 12 ff3882e0
block 1283 13 ffab21e0
block 1283 14 ffe06c0a
block 1283 15 ffe0e0e0
block 1284 * ff7c007c
block 1284 0 ff3e3e3e
block 1284 1 ff413b3e
block 1284 2 ff5e5e5e
block 1284 3 ff404040
block 1284 4 ff433c44
block 1284 5 ff4c4c4c
block 1284 6 ff6c5a65
block 1284 7 ff4a3f3c
block 1284 8 ff393939
block 1284 9 ff6a5361
block 1284 10 ff757575
block 1284 11 ff5d4754
block 1285 * 2a565455
block 1286 * ff7c007c
block 1286 0 ff4d4a47
block 1286 1 ff454340
block 1286 2 ff484542
block 1286 3 ff4b4845
block 1286 4 ff5d5b58
block 1286 5 ff5a5754
block 1287 * ff7c007c
block 1288 * ff946639
block 1289 * ff7c007c
block 1289 1 ff845649
block 1289 2 ff7c4132
block 1289 3 ff916558
block 1289 5 ff6c534c
block 1289 6 ff978562
block 1290 * ff7c007c
block 1290 0 ff996a34
block 1290 1 ffa46f33
block 1290 2 ffcd7e2b
block 1290 3 ffb3672b
block 1290 4 ffa36a41
block 1290 5 ffc87b2c
block 1291 0 ffa0a0a0
block 1291 1 ffd7a458
block 1291 2 ff9f749d
block 1291 3 ff6482bf
block 1291 4 ffc3961c
block 1291 5 ff51764c
block 1291 6 ffce93ab
block 1291 7 ff515151
block 1291 8 ff967957
block 1291 9 ffbc9533
block 1291 10 ff8c0c3a
block 1291 11 ff353946
block 1291 12 ff4d2800
block 1291 13 ff033a1c
block 1291 14 ffd56031
block 1291 15 ff282828
block 1292 0 ffa0a0a0
block 1292 1 ffd7a458
block 1292 2 ff9f749d
block 1292 3 ff6482bf
block 1292 4 ffc3961c
block 1292 5 ff51764c
block 1292 6 ffce93ab
block 1292 7 ff515151
block 1292 8 ff967957
block 1292 9 ffbc9533
block 1292 10 ff8c0c3a
block 1292 11 ff353946
block 1292 12 ff4d2800
block 1292 13 ff033a1c
block 1292 14 ffd56031
block 1292 15 ff282828
block 1293 * ff7c007c
block 1293 0 a6fcfcfc
block 1293 1 9feaeaea
block 1293 2 c6dcdcdc
block 1293 3 b2dcdcdc
block 1293 4 bad8d8d8
block 1294 * ff7a7a7a
block 1294 0 ff7c007c
block 1294 1 ff727272
block 1294 2 ff7c7c7c
block 1294 3 ff757575
block 1294 5 ff7c7c7c
block 1294 6 ff808080
block 1294 7 ff7f7f7f
block 1294 8 ff7f7f7f
block 1294 9 ff726a63
block 1294 10 ff8c8c8c
block 1294 11 ff777777
block 1294 13 ff767676
block 1294 14 ff9b9b9b
block 1294 15 ff797979
block 1295 0 ff7c007c
block 1295 1 ff5e6b50
block 1295 2 ff667258
block 1295 3 ff626e57
block 1295 4 ff647059
block 1295 5 ff65715b
block 1295 6 ff707866
block 1295 7 ff767e6b
block 1295 8 ff68745f
block 1295 9 ff606949
block 1295 10 ff677857
block 1295 11 ff606e52
block 1295 12 ff64705a
block 1295 13 ff66715c
block 1295 14 ff78856d
block 1295 15 ff607150
block 1296 * ff7c007c
block 1296 0 ff8a8374
block 1296 1 ff8b8476
block 1296 2 ff8b8476
block 1296 3 ff8b8578
block 1296 4 ff554e3e
block 1296 5 ff565040
block 1296 6 ff565040
block 1296 7 ff585142
block 1296 8 ff8a8374
block 1296 9 ff8b8476
block 1296 10 ff2f2f2f
block 1297 * ff7c007c
block 1297 0 ff8c5014
block 1297 1 ff95520d
block 1297 2 ffba520a
block 1297 3 ffa14312
block 1297 4 ff904e37
block 1297 5 ffb5510a
block 1298 * ff7c007c
block 1298 1 ff8699a1
block 1298 2 ff899ca3
block 1298 3 ff7d8b90
block 1298 4 ff19102a
block 1298 5 ff191b1c
block 1298 6 ff788d96
block 1298 7 ff776e7a
block 1298 8 ff8097a3
block 1298 9 ff91aab7
block 1298 10 ff7f97a4
block 1298 11 ff8092a0
block 1298 12 ff9a9a83
block 1299 * ff7c007c
block 1299 0 ffb3b3b6
block 1299 1 ffb7b7b9
block 1299 2 ffababae
block 1299 3 ffb1b1b3
block 1299 4 ffadadaf
block 1299 5 ffb2b2b4
block 1299 6 ffb4b4b7
block 1300 * ff7c007c
block 1300 0 ff886143
block 1300 1 ff775439
block 1300 2 ff8c6749
block 1300 3 ff845e41
block 1300 4 ff6e4e36
block 1300 5 ff6e4e36
block 1300 6 ff815c3e
block 1300 7 ff8e6543
block 1300 8 ff8e6543
block 1300 9 ff866043
block 1300 10 ff866043
block 1300 11 ff835d3f
block 1300 12 ff7f5a3d
block 1301 * ff7c007c
block 1301 1 ff447a09
block 1301 2 ff396b05
block 1301 3 ff417d01
block 1301 4 ff295301
block 1301 5 ff5e6b1e
block 1301 6 ff436c19
block 1301 7 ff6a9f31
block 1301 8 ff639929
block 1301 9 ff69a12d
block 1301 10 ff6da233
block 1301 11 ff5b8a28
block 1302 0 ff4f3f37
block 1302 1 ff4b3d33
block 1302 2 ff4b444b
block 1302 3 ff545b69
block 1302 4 ff303030
block 1302 5 ff2d2523
block 1302 6 ff878337
block 1302 7 ffd69369
block 1302 8 ff323631
block 1302 9 ff483d37
block 1302 10 ff422717
block 1302 11 ff2a2226
block 1302 12 ff96a6a4
block 1302 13 ff555555
block 1302 14 ff251a11
block 1302 15 ff808687
block 1303 * ff7c007c
block 1303 0 ff2d457e
block 1303 1 ff544e33
block 1303 2 ff3c3e57
block 1303 3 ff2b456b
block 1304 * ffd5ac20
block 1304 0 ffc2b6b7
block 1304 1 ffc2b6b7
block 1304 2 ffc2b6b7
block 1304 3 ffbcafb5
block 1304 5 ffc2b6b7
block 1304 6 ffd0c2b3
block 1304 7 ffd0c2b3
block 1304 12 ffc0b3b6
block 1304 13 ffc0b3b6
block 1304 14 ffc8babb
block 1304 15 ffbcafb5
block 1305 * ffd5ac20
block 1305 0 ffc2bab3
block 1305 1 ffc2bab3
block 1305 2 ffc2bab3
block 1305 3 ffbbb5af
block 1305 5 ffc2bab3
block 1305 6 ffd1c6af
block 1305 7 ffd1c6af
block 1305 12 ffbfb8b0
block 1305 13 ffbfb8b0
block 1305 14 ffc7c1b5
block 1305 15 ffbbb5af
block 1306 * ff7c007c
block 1306 0 ff6a6b6a
block 1306 1 ff4b787a
block 1306 2 ff87743c
block 1306 3 ff576d6d
block 1307 0 ff7c007c
block 1307 1 49839093
block 1307 2 a5740d0a
block 1307 3 78684c31
block 1307 4 8b464749
block 1307 5 6f827c67
block 1307 6 3b818e92
block 1307 7 db5b5d5f
block 1307 8 7f272727
block 1307 9 6f75766d
block 1307 10 73525456
block 1307 11 6f616565
block 1307 12 188a979c
block 1307 13 bf5a5c5f
block 1307 14 6f6e6d6f
block 1307 15 ab505154
block 1308 * ff7c007c
block 1308 0 bc575462
block 1309 * ff7c007c
block 1309 1 1f818e92
block 1309 2 1f818f92
block 1309 3 7f272727
block 1309 12 1f730d0a
block 1309 13 1fefbe43
block 1309 14 1f523419
block 1309 15 1f523419
block 1310 0 a0ededed
block 1310 1 9cf0f0f0
block 1310 2 a8e8e8e8
block 1310 3 93f8f8f8
block 1310 4 a0d8790f
block 1310 5 9cd9780b
block 1310 6 a8d27814
block 1310 7 93e17a06
block 1310 8 a0b70f85
block 1310 9 9cb80b84
block 1310 10 a8b31484
block 1310 11 93be0688
block 1310 12 a03585e3
block 1310 13 9c3284e5
block 1310 14 a83984de
block 1310 15 932e88ed
block 1311 0 a0e3c53c
block 1311 1 9ce5c63a
block 1311 2 a8ddc040
block 1311 3 93edcd36
block 1311 4 a0728c42
block 1311 5 9c718b40
block 1311 6 a8728a45
block 1311 7 93738f3d
block 1311 8 a0e58f94
block 1311 9 9ce78f94
block 1311 10 a8e08d92
block 1311 11 93ef9399
block 1311 12 a04a4a4a
block 1311 13 9c474747
block 1311 14 a84c4c4c
block 1311 15 93454545
block 1312 0 a0a0a0a0
block 1312 1 9ca0a0a0
block 1312 2 a89d9d9d
block 1312 3 93a5a5a5
block 1312 4 a04de0d9
block 1312 5 9c4be2db
block 1312 6 a84fdad4
block 1312 7 9349eae3
block 1312 8 a0660f8a
block 1312 9 9c650b8a
block 1312 10 a8671488
block 1312 11 9365068d
block 1312 12 a00f459d
block 1312 13 9c0b429d
block 1312 14 a814489b
block 1312 15 930640a2
block 1313 0 a05a4119
block 1313 1 9c583f16
block 1313 2 a85b451f
block 1313 3 93573c10
block 1313 4 a00f440f
block 1313 5 9c0b410b
block 1313 6 a8144714
block 1313 7 93063f06
block 1313 8 a0860f0f
block 1313 9 9c850b0b
block 1313 10 a8851414
block 1313 11 93890606
block 1313 12 9f0f0f0f
block 1313 13 9c0b0b0b
block 1313 14 a8141414
block 1313 15 93060606
block 1314 * 19bd7324
block 1314 0 19d0d0d0
block 1314 1 19d0d0d0
block 1314 2 19d0d0d0
block 1314 3 09d7d7d7
block 1314 4 19d0d0d0
block 1314 5 19d0d0d0
block 1314 6 ff7c007c
block 1314 7 ff7c007c
block 1314 11 09c88431
block 1314 14 ff7c007c
block 1314 15 ff7c007c
block 1315 * 19437bc7
block 1315 0 19a2247b
block 1315 1 19a2247b
block 1315 2 19a2247b
block 1315 3 09b0318c
block 1315 4 19a2247b
block 1315 5 19a2247b
block 1315 6 ff7c007c
block 1315 7 ff7c007c
block 1315 11 09508cd0
block 1315 14 ff7c007c
block 1315 15 ff7c007c
block 1316 * 19c7ad48
block 1316 3 09d0bb56
block 1316 6 ff7c007c
block 1316 7 ff7c007c
block 1316 8 196e804d
block 1316 9 196e804d
block 1316 10 196e804d
block 1316 11 097e925b
block 1316 12 196e804d
block 1316 13 196e804d
block 1316 14 ff7c007c
block 1316 15 ff7c007c
block 1317 * 19c98387
block 1317 3 09d19497
block 1317 6 ff7c007c
block 1317 7 ff7c007c
block 1317 8 19525252
block 1317 9 19525252
block 1317 10 19525252
block 1317 11 09606060
block 1317 12 19525252
block 1317 13 19525252
block 1317 14 ff7c007c
block 1317 15 ff7c007c
block 1318 * 19909090
block 1318 3 09a0a0a0
block 1318 6 ff7c007c
block 1318 7 ff7c007c
block 1318 8 1954c4bf
block 1318 9 1954c4bf
block 1318 10 1954c4bf
block 1318 11 0963cec9
block 1318 12 1954c4bf
block 1318 13 1954c4bf
block 1318 14 ff7c007c
block 1318 15 ff7c007c
block 1319 * 19244e8e
block 1319 0 1965247f
block 1319 1 1965247f
block 1319 2 1965247f
block 1319 3 09753190
block 1319 4 1965247f
block 1319 5 1965247f
block 1319 6 ff7c007c
block 1319 7 ff7c007c
block 1319 11 09315d9e
block 1319 14 ff7c007c
block 1319 15 ff7c007c
block 1320 * 19244e24
block 1320 0 195c4c2e
block 1320 1 195c4c2e
block 1320 2 195c4c2e
block 1320 3 096c5a3b
block 1320 4 195c4c2e
block 1320 5 195c4c2e
block 1320 6 ff7c007c
block 1320 7 ff7c007c
block 1320 11 09315c31
block 1320 14 ff7c007c
block 1320 15 ff7c007c
block 1321 * 19242424
block 1321 0 197c2424
block 1321 1 197c2424
block 1321 2 197c2424
block 1321 3 098d3131
block 1321 4 197c2424
block 1321 5 197c2424
block 1321 6 ff7c007c
block 1321 7 ff7c007c
block 1321 11 09313131
block 1321 14 ff7c007c
block 1321 15 ff7c007c
block 1322 * ff836f3b
block 1322 0 ff7c007c
block 1322 1 ff8f7c40
block 1322 3 ff94885e
block 1322 4 ffe5dcc1
block 1322 5 ff97834b
block 1322 6 ff87723a
block 1322 7 ff836d33
block 1322 8 ff988248
block 1322 9 ff7a6639
block 1322 10 ff64552d
block 1322 11 fe9d8d5d
block 1322 12 ffa3956c
block 1322 14 ff635329
block 1322 15 ff63542d
block 1323 * ff7c007c
block 1323 0 ff8c760b
block 1323 1 ffb5962f
block 1323 2 ffd5a50b
block 1323 3 ffc9940a
block 1323 4 ff9e812c
block 1323 5 ffcaa40b
block 1324 * ffad9857
block 1324 0 ff7c007c
block 1324 1 ffac9a60
block 1324 4 ffac9a60
block 1324 5 ffa0894c
block 1324 6 ffa18948
block 1324 9 ffb49757
block 1324 10 ffae9255
block 1324 11 ffab985e
block 1324 12 ff37272b
block 1324 13 ff322c1b
block 1324 14 ffac9a60
block 1324 15 ff7c007c
block 1325 * ff7c007c
block 1325 0 ff997162
block 1325 1 ff9f7262
block 1325 2 ff9a6e5d
block 1325 3 ff9c7364
block 1325 4 ff987568
block 1325 5 ff9b7465
block 1325 6 ff9c7364
block 1326 * ff3e3e3e
block 1326 0 ff464646
block 1326 2 ff3e2929
block 1326 4 ff494949
block 1326 5 ff4c4c4c
block 1326 6 ff575757
block 1326 7 ff484848
block 1326 8 ff4b4b4b
block 1326 9 ff424242
block 1326 10 ff5d5d5d
block 1326 11 ff606060
block 1326 12 ff282828
block 1326 13 ff4f4f4f
block 1326 14 ff434542
block 1326 15 ff7c007c
block 1327 * c94c4c4c
block 1328 * c03a3a3a
block 1329 * ff999999
block 1329 0 ff949494
block 1329 2 ff8f8f8f
block 1329 4 ff929292
block 1329 5 ff929292
block 1329 6 ff8a8a8a
block 1329 7 ff939393
block 1329 8 ff919191
block 1329 9 ff989898
block 1329 10 ff898989
block 1329 11 ff8b8b8b
block 1329 12 ffa6a6a6
block 1329 13 ff8f8f8f
block 1329 14 ff7c007c
block 1329 15 ff7c007c
block 1330 * c7aabed9
block 1330 0 ff7c007c
block 1330 1 c4b1c8e1
block 1330 2 c7a7bbd6
block 1330 3 c7bdc7dc
block 1330 4 c7aabed8
block 1330 5 c7a8bcd7
block 1330 7 c7aabdd8
block 1330 8 c7a6bad6
block 1330 9 c7afc1d9
block 1330 10 c78a9db7
block 1330 13 c7879ab3
block 1330 14 c7b1c2d9
block 1330 15 c795a8c1
block 1332 * c4b1c8e1
block 1332 0 afb0d1cd
block 1332 1 afb0d1cd
block 1332 2 afb0d1cd
block 1332 3 afb0d1cd
block 1332 4 afb0d1cd
block 1332 5 afb0d1cd
block 1332 6 afb0d1cd
block 1332 7 afb0d1cd
block 1333 * c7a7bbd6
block 1333 8 c7bdc7dc
block 1333 9 c7bdc7dc
block 1333 10 c7bdc7dc
block 1333 11 c7bdc7dc
block 1333 12 c7bdc7dc
block 1333 13 c7bdc7dc
block 1333 14 c7bdc7dc
block 1333 15 c7bdc7dc
block 1334 * c7a8bcd7
block 1334 0 c7aabed8
block 1334 1 c7aabed8
block 1334 2 c7aabed8
block 1334 3 c7aabed8
block 1334 4 c7aabed8
block 1334 5 c7aabed8
block 1334 6 c7aabed8
block 1334 7 c7aabed8
block 1335 * c7aabdd8
block 1335 0 c7aabed9
block 1335 1 c7aabed9
block 1335 2 c7aabed9
block 1335 3 c7aabed9
block 1335 4 c7aabed9
block 1335 5 c7aabed9
block 1335 6 c7aabed9
block 1335 7 c7aabed9
block 1336 * c7a6bad6
block 1336 8 c7afc1d9
block 1336 9 c7afc1d9
block 1336 10 c7afc1d9
block 1336 11 c7afc1d9
block 1336 12 c7afc1d9
block 1336 13 c7afc1d9
block 1336 14 c7afc1d9
block 1336 15 c7afc1d9
block 1337 * c78a9db7
block 1337 8 c7aabed9
block 1337 9 c7aabed9
block 1337 10 c7aabed9
block 1337 11 c7aabed9
block 1337 12 c7aabed9
block 1337 13 c7aabed9
block 1337 14 c7aabed9
block 1337 15 c7aabed9
block 1338 * c7879ab3
block 1338 0 c7aabed9
block 1338 1 c7aabed9
block 1338 2 c7aabed9
block 1338 3 c7aabed9
block 1338 4 c7aabed9
block 1338 5 c7aabed9
block 1338 6 c7aabed9
block 1338 7 c7aabed9
block 1339 * c795a8c1
block 1339 0 c7b1c2d9
block 1339 1 c7b1c2d9
block 1339 2 c7b1c2d9
block 1339 3 c7b1c2d9
block 1339 4 c7b1c2d9
block 1339 5 c7b1c2d9
block 1339 6 c7b1c2d9
block 1339 7 c7b1c2d9
block 1340 * ff7c007c
block 1340 1 0b5b5958
block 1340 2 0b73716e
block 1340 3 1f83817f
block 1340 4 05a3a4a4
block 1340 5 bf5a5c5f
block 1340 6 1f626164
block 1340 7 1f595a5c
block 1340 8 0b5b5958
block 1340 9 0b646463
block 1341 * ff7c007c
block 1341 0 ff646464
block 1341 1 ff686868
block 1341 2 ff747373
block 1341 3 ff5e5e5e
block 1341 4 ff656464
block 1341 5 ff727272
block 1342 * ff909090
block 1342 0 ff7c007c
block 1342 1 ff919191
block 1342 3 ff878888
block 1342 4 ff888888
block 1342 5 ff7f8080
block 1342 6 ff7a7c7c
block 1342 7 ff757575
block 1342 8 ff747474
block 1342 11 ff898a8a
block 1342 12 ff332b3f
block 1342 13 ff2e2f2f
block 1342 14 ff616262
block 1342 15 ff888989
block 1343 * ffc07615
block 1344 * ffc07615
block 1345 * ffc07615
block 1346 * ffc07615
block 1347 * ffc07615
block 1348 * ffc07615
block 1349 * ffc07615
block 1350 * ffc07615
block 1351 * ffc07615
block 1352 * ffc07615
block 1353 * ffc07615
block 1354 * ffc07615
block 1355 * ffc07615
block 1356 * ffc07615
block 1357 * ffc07615
block 1358 * ffc07615
block 1359 * ffdadfe0
block 1359 0 ffcdcbc7
block 1359 1 ffc9c7c3
block 1359 2 ffdadfe1
block 1359 3 ffd2d8da
block 1359 5 ffd9dee0
block 1359 6 ffd7dbdd
block 1359 7 ff99a1a4
block 1359 8 ff858c8f
block 1359 9 ffd3d9e1
block 1359 10 ffc1d0da
block 1359 11 ff5d5e60
block 1359 12 ff545657
block 1360 * ff7c007c
block 1360 1 ff0e1880
block 1360 2 ff01258a
block 1360 3 ff001b7d
block 1360 4 ff2d5188
block 1360 5 ff003392
block 1360 6 ff1537a9
block 1360 7 ff003ea4
block 1360 8 ff464f6c
block 1361 * ff7c007c
block 1361 0 d384766f
block 1361 1 d32a1b13
block 1361 2 b4857d78
block 1361 3 9d706863
block 1361 4 e7848281
block 1361 5 8b6f6f6f
block 1361 6 b6848484
block 1361 7 c6121110
block 1362 * ff7c007c
block 1362 0 ff576078
block 1362 1 ff5a647e
block 1362 2 ff5e6c98
block 1362 3 ff4c587f
block 1362 4 ff575f7a
block 1362 5 ff5d6b92
block 1363 * ff7c007c
block 1363 6 e98c5d12
block 1363 7 d10e3e00
block 1363 8 e9eb95ae
block 1363 9 ed3e3a07
block 1363 10 ed4e6625
block 1363 11 d9283702
block 1363 12 dd1b3b09
block 1364 0 ff8d8c78
block 1364 1 ff8c8974
block 1364 2 ff8a8772
block 1364 3 ff8a8872
block 1364 4 ff87846f
block 1364 5 ff827f6a
block 1364 6 ff81775e
block 1364 7 ff6f6d58
block 1364 8 ff565444
block 1364 9 ff585746
block 1364 10 ff868571
block 1364 11 ff8c8b77
block 1364 12 ff86826d
block 1364 13 ff8d8b79
block 1364 14 ff969385
block 1364 15 ff716b5b
block 1365 0 ff8d8c78
block 1365 1 ff8c8974
block 1365 2 ff8a8772
block 1365 3 ff8a8872
block 1365 4 ff87846f
block 1365 5 ff827f6a
block 1365 6 ff81775e
block 1365 7 ff6f6d58
block 1365 8 ff565444
block 1365 9 ff585746
block 1365 10 ff868571
block 1365 11 ff8c8b77
block 1365 12 ff86826d
block 1365 13 ff8d8b79
block 1365 14 ff969385
block 1365 15 ff716b5b
block 1366 0 ff8d8c78
block 1366 1 ff8c8974
block 1366 2 ff8a8772
block 1366 3 ff8a8872
block 1366 4 ff87846f
block 1366 5 ff827f6a
block 1366 6 ff81775e
block 1366 7 ff6f6d58
block 1366 8 ff565444
block 1366 9 ff585746
block 1366 10 ff868571
block 1366 11 ff8c8b77
block 1366 12 ff86826d
block 1366 13 ff8d8b79
block 1366 14 ff969385
block 1366 15 ff716b5b
block 1367 * ff8c8974
block 1367 0 ff8d8c78
block 1367 1 ff8d8c78
block 1367 2 ff8d8c78
block 1367 3 ff8d8c78
block 1367 4 ff8d8c78
block 1367 5 ff8d8c78
block 1367 6 ff8d8c78
block 1367 7 ff8d8c78
block 1368 * ff8a8872
block 1368 0 ff8a8772
block 1368 1 ff8a8772
block 1368 2 ff8a8772
block 1368 3 ff8a8772
block 1368 4 ff8a8772
block 1368 5 ff8a8772
block 1368 6 ff8a8772
block 1368 7 ff8a8772
block 1369 * ff827f6a
block 1369 0 ff87846f
block 1369 1 ff87846f
block 1369 2 ff87846f
block 1369 3 ff87846f
block 1369 4 ff87846f
block 1369 5 ff87846f
block 1369 6 ff87846f
block 1369 7 ff87846f
block 1370 * ff6f6d58
block 1370 0 ff81775e
block 1370 1 ff81775e
block 1370 2 ff81775e
block 1370 3 ff81775e
block 1370 4 ff81775e
block 1370 5 ff81775e
